Participant_ID,Gender_M,Age,Ethnicity,Q4_6_TEXT,Education,Income,Home_Area,Politics,Q8_6_TEXT,Recreation_Freq,Q10,Hunting or fishing,Q10_11_TEXT,Q12,Q12_6_TEXT,Q43,Q14,Q13_1,Q13_12,Q13_13,Q13_2,Q13_14,Q13_15,Q13_16,Q13_17,Q13_18,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q15,Q16,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q44_6,Q44_7,Q44_8,Q45,Q45_4_TEXT,Q48,Q49,Q50,Q51,Q20,Q22_1,Q22_2,Q22_3,Q22_17,Q22_18,Q22_19,Q22_20,Q22_21,Q22_4,Q22_22,Q22_23,Q22_24,Q22_25,Q22_26,Q22_27,Q22_28,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q26_1,Q26_2,Q26_3,Q26_10,Q26_11,Q26_12,Q26_13,Q26_14,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q29,Q30,Q31,Q32,Q33,Q52,Q34,Q35,Q53,Q36,Q37,Q54,Q56,Q55,Q58,Q57,Q59,Q60,MID,Excluded
11,1,59,Caucasian or White,,High school degree or equivalent (e.g. GED),$0 - $49.999,Small city or town,Somewhat conservative,,Sometimes (A few times a year),"Hiking,Camping",0,,,,deer rabbits bears,I stopped by a deer on the road that wouldn't move and was 3 feet away . He looked at me till I yelled at him to move.,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,rodents rabies sonar,afraid,Never,Never,Never,Never,Never,Never,Never,A Little (About once a year),Negatively,,No,,No,,,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,Agree,Disagree,,3 - I might do this,2 - I probably would not do this,5 - I would definitely do this,2 - I probably would not do this,2 - I probably would not do this,3 - I might do this,4 - I'm very likely to do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,2 - I probably would not do this,2 - I probably would not do this,2 - I probably would not do this,5 - I would definitely do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,5 - I would definitely do this,TRUE,I don't know,I don't know,FALSE,Mammals,Echolocation,Insects,I don't know,I don't know,I don't know,I don’t know,I don't know,I don't know,I don't know,I don't know,I don't know,Yes,I don't know,,
12,0,35,Caucasian or White,,"Some college, no degree","$100,000 - $199,999",Suburban/edge of a large city,Moderate,,Often (About once a month),"Hiking,Kayaking/Canoeing",0,,"I seek out places where I might see wildlife (e.g. outdoor parks, nature areas),I visit zoos or aquariums at least once a year to see wildlife",,"deer, squirrels, rabbits, chipmunks","I swam with pigs in Exuma, Bahamas.",Strongly disagree,Disagree,Disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,"disease, vampires",I was afraid of them.,Never,Never,Never,A Little (About once a year),Never,A Little (About once a year),Never,Sometimes (A few times per year),Negatively,,No,,No,,n/a,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,n/a,5 - I would definitely do this,2 - I probably would not do this,5 - I would definitely do this,2 - I probably would not do this,2 - I probably would not do this,4 - I'm very likely to do this,5 - I would definitely do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,2 - I probably would not do this,1 - I would absolutely not do this,5 - I would definitely do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,5 - I would definitely do this,TRUE,I don't know,FALSE,I don't know,Mammals,Sonar,Insects,I don't know,I don't know,I don't know,Yes,I don't know,I don't know,I don't know,I don't know,I don't know,Yes,I don't know,,
13,1,33,Asian or Pacific Islander,,"Bachelor's degree (e.g. BS, BA, AB)",$0 - $49.999,Urban/downtown/high density,Somewhat liberal,,Sometimes (A few times a year),"Hiking,Cycling/Mountain biking",0,,I visit zoos or aquariums at least once a year to see wildlife,,"Elephants, big cats like lion, alligators, bears etc.","When I was young, I went to live with my grandparents for summer. Their house was frequented by a group of deer searching for food and couple of young ones lost fear of us and became very friendly with us. We would bait them with food and they would come for it but end up playing with us for few minutes before running back to their group. It was and is still my only direct interaction with untamed animals.",Disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly Agree,"Creepy, intelligent, intrusive, stalker","I was a bit afraid of them, their portrayal in media as animals hanging from ceilings and capable of rapid attack on unassuming passerby made me apprehensive of them. ",A Little (About once a year),Sometimes (A few times per year),Never,Sometimes (A few times per year),Never,Never,A Little (About once a year),Often (Once a month),Negatively,,No,,No,,I have not had a direct interaction with bats in real sense of the word. I have sometimes heard sounds that are identified as bat sounds. Very occasionally I have seen a bat flap around in my environment but never a direct interaction. ,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,N/A,3 - I might do this,1 - I would absolutely not do this,4 - I'm very likely to do this,1 - I would absolutely not do this,2 - I probably would not do this,4 - I'm very likely to do this,4 - I'm very likely to do this,1 - I would absolutely not do this,2 - I probably would not do this,2 - I probably would not do this,2 - I probably would not do this,3 - I might do this,2 - I probably would not do this,4 - I'm very likely to do this,2 - I probably would not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,4 - I'm very likely to do this,TRUE,FALSE,FALSE,FALSE,Mammals,Echolocation,Insects,500,A disease called White-Nose Syndrome,I don't know,Yes,Yes,I don't know,No,No,Yes,Yes,No,,
14,1,34,Caucasian or White,,"Bachelor's degree (e.g. BS, BA, AB)","$50,000 - $99,999",Small city or town,Moderate,,Sometimes (A few times a year),"Cycling/Mountain biking,Other",0,disc golf,,,"Deer mostly, because of how many you need to avoid while driving around here. Also raccoons, opossums, badgers and birds.","Not all that long ago I almost drove into multiple deer at once because they were essentially congregating in the middle of the road. They weren't really moving either, just kind of sitting there. There were probably around 10 or so. After I beeped my horn a few times they eventually dispersed. It was really odd to be honest. It was like they were having a little meeting.",Strongly disagree,Strongly disagree,Somewhat disagree,Agree,Disagree,Strongly Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Agree,Strongly Agree,Somewhat agree,Strongly Agree,Strongly Agree,Flying mammal; also I believe they can commonly carry rabies but that could be a misconception.,"I thought they were really cool but also a little creepy. I only ever really saw them when I went to zoo but I knew they were ""around"" where I lived. The idea of the ""blood"" sucking vampire bat was always interesting as a kid.",Never,Never,Never,Never,Never,A Little (About once a year),Never,Sometimes (A few times per year),Negatively,,No,,No,,I only really saw them at the zoo and nowhere else.,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Somewhat agree,,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Somewhat disagree,Somewhat disagree,Agree,I like bats but don't really want them living by me personally if at all possible.,4 - I'm very likely to do this,2 - I probably would not do this,5 - I would definitely do this,2 - I probably would not do this,2 - I probably would not do this,4 - I'm very likely to do this,4 - I'm very likely to do this,1 - I would absolutely not do this,3 - I might do this,3 - I might do this,2 - I probably would not do this,2 - I probably would not do this,3 - I might do this,5 - I would definitely do this,3 - I might do this,2 - I probably would not do this,2 - I probably would not do this,1 - I would absolutely not do this,3 - I might do this,TRUE,TRUE,FALSE,FALSE,Mammals,Echolocation,Fruit,I don't know,A disease called White-Nose Syndrome,I don't know,Yes,I don't know,I don't know,No,No,Yes,Yes,I don't know,,
15,1,22,Caucasian or White,,High school degree or equivalent (e.g. GED),$0 - $49.999,Suburban/edge of a large city,Somewhat liberal,,Often (About once a month),"Hiking,Backpacking,Camping",0,,"I plant native species in my yard,I seek out places where I might see wildlife (e.g. outdoor parks, nature areas)",,"Squirrels, local birds, deer. Mostly birds, however.","There was a crow that would regularly stop by an area near my home, not terribly far away. this crow was pretty friendly, and would regularly sit there and eat nearby when I brought some food.",Disagree,Disagree,Somewhat disagree,Strongly Agree,Disagree,Agree,Agree,Somewhat agree,Somewhat disagree,Strongly Agree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Agree,"Adorable, cute, insect-repellants.","Never saw them a ton because of northern Ohio, however I do remember them swarming the sky when my family went south. I thought they were super cute, and wished I saw them more often.",A Little (About once a year),A Little (About once a year),A Little (About once a year),A Little (About once a year),A Little (About once a year),Sometimes (A few times per year),Never,Often (Once a month),Negatively,,No,,No,,"just the story I mentioned earlier, viewing them swarming the sky.",Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Flying little mice that are really unique and interesting.,2 - I probably would not do this,1 - I would absolutely not do this,5 - I would definitely do this,1 - I would absolutely not do this,1 - I would absolutely not do this,5 - I would definitely do this,5 - I would definitely do this,5 - I would definitely do this,5 - I would definitely do this,5 - I would definitely do this,5 - I would definitely do this,5 - I would definitely do this,5 - I would definitely do this,5 - I would definitely do this,5 - I would definitely do this,5 - I would definitely do this,4 - I'm very likely to do this,5 - I would definitely do this,2 - I probably would not do this,TRUE,I don't know,FALSE,FALSE,Mammals,Echolocation,Insects,1500,I don't know,Pup,Yes,Yes,I don't know,I don't know,I don't know,Yes,Yes,No,,
16,1,48,Caucasian or White,,High school degree or equivalent (e.g. GED),$0 - $49.999,Rural,Moderate,,Often (About once a month),"Camping,Rock climbing,Kayaking/Canoeing,Fishing",1,,"I have a bird feeder in my home,I feed other kinds of animals around my home,I plant native species in my yard,I seek out places where I might see wildlife (e.g. outdoor parks, nature areas)",,"birds, racoons and fish",I'd say when a wild baby racoon came up to me begging for food.,Strongly disagree,Disagree,Disagree,Somewhat agree,Strongly disagree,Agree,Strongly Agree,Disagree,Somewhat disagree,Strongly Agree,Agree,Agree,Agree,Agree,bugs and fur,pretty in awe how adapt to maneuver they are. Was kind of creeped too. Would once in awhile see sick ones out in daylight but not active. Obviously sick.,Sometimes (A few times per year),Sometimes (A few times per year),Sometimes (A few times per year),Sometimes (A few times per year),Never,A Little (About once a year),A Little (About once a year),Sometimes (A few times per year),Negatively,,No,,No,,I'm pretty sure they live in my attic. Old farm house and haven't been up there in years. about 4 times they have been in house in living area. I watch them in summer swooping on bugs. ,Disagree,Disagree,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Disagree,Strongly Agree,Think they are a great wild animal to have around. ,5 - I would definitely do this,2 - I probably would not do this,5 - I would definitely do this,1 - I would absolutely not do this,1 - I would absolutely not do this,2 - I probably would not do this,5 - I would definitely do this,2 - I probably would not do this,3 - I might do this,3 - I might do this,3 - I might do this,4 - I'm very likely to do this,4 - I'm very likely to do this,5 - I would definitely do this,3 - I might do this,3 - I might do this,2 - I probably would not do this,3 - I might do this,3 - I might do this,TRUE,FALSE,FALSE,FALSE,Mammals,Sonar,Insects,I don't know,A disease called White-Nose Syndrome,Pup,Yes,Yes,I don't know,I don't know,I don't know,Yes,Yes,I don't know,,
17,1,26,Caucasian or White,,"Bachelor's degree (e.g. BS, BA, AB)",$0 - $49.999,Urban/downtown/high density,Somewhat liberal,,Rarely (About once a year),Hiking,0,,"I seek out places where I might see wildlife (e.g. outdoor parks, nature areas)",,Deer and birds,I havent really had any since I live in the city,Somewhat disagree,Disagree,Strongly Agree,Somewhat agree,Neither agree nor disagree,Strongly Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Strongly Agree,Somewhat agree,Somewhat agree,dark caves and biting,I was scared of them,Never,Never,Never,Never,Never,Never,Never,Sometimes (A few times per year),Negatively,,No,,No,,I never have had an interaction with a bat.,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Strongly disagree,Disagree,Somewhat agree,Neither agree nor disagree,Strongly Agree,Agree,Somewhat disagree,Somewhat agree,Disagree,nothing,3 - I might do this,4 - I'm very likely to do this,5 - I would definitely do this,1 - I would absolutely not do this,2 - I probably would not do this,4 - I'm very likely to do this,4 - I'm very likely to do this,2 - I probably would not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,2 - I probably would not do this,3 - I might do this,2 - I probably would not do this,4 - I'm very likely to do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,5 - I would definitely do this,TRUE,I don't know,FALSE,TRUE,Reptiles,Sonar,I don't know,100,A disease called White-Nose Syndrome,Kit,Yes,No,Yes,I don't know,Yes,Yes,Yes,I don't know,,
18,1,42,Asian or Pacific Islander,,"Bachelor's degree (e.g. BS, BA, AB)","$50,000 - $99,999",Suburban/edge of a large city,Somewhat liberal,,All the time (Once a week or more),"Hiking,Backpacking,Cycling/Mountain biking,Camping,Fishing,Skiing/snowboarding",1,,"I feed other kinds of animals around my home,I seek out places where I might see wildlife (e.g. outdoor parks, nature areas),I visit zoos or aquariums at least once a year to see wildlife",,"Deers, bears, coyotes, mountain lions, raccoons, badgers, skunks, wolves, rams.",I once fed a deer from a distance. I often encounter coyotes in my hikes near the mountains. Just being able to watch wildlife in their own habitat gives me a sense of one with nature.,Disagree,Disagree,Disagree,Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Agree,When I think of bats I think of night creatures that possible contain a lot of potential diseases. I think bats are part of the environment but I kind of think they're like flying rats.,"As a kid I liked bats, because they reminded me of Batman. I thought bats were cool. They were associated with a lot of neat media references including Batman and Vampires.",A Little (About once a year),Never,Sometimes (A few times per year),Never,Sometimes (A few times per year),Sometimes (A few times per year),Never,Often (Once a month),"Negatively,Comments:",I think in media bats are generally perceived negatively except for a few strong exceptions. I voted negatively because I think they're used in references a bit more negative than positive.,No,,No,,I haven't had direct contact interaction with bats. I've just observed them in zoo's.,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,I think most of the topics about bats other than diseases have been covered so far.,4 - I'm very likely to do this,2 - I probably would not do this,5 - I would definitely do this,2 - I probably would not do this,4 - I'm very likely to do this,4 - I'm very likely to do this,4 - I'm very likely to do this,2 - I probably would not do this,4 - I'm very likely to do this,4 - I'm very likely to do this,3 - I might do this,4 - I'm very likely to do this,3 - I might do this,3 - I might do this,4 - I'm very likely to do this,4 - I'm very likely to do this,3 - I might do this,3 - I might do this,2 - I probably would not do this,TRUE,FALSE,FALSE,FALSE,Mammals,Echolocation,Insects,1000,Habitat loss from humans moving into bat caves,Pup,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,
19,1,22,"Native American, Eskimo or Aleut",,"Bachelor's degree (e.g. BS, BA, AB)","$50,000 - $99,999",Urban/downtown/high density,Very liberal,,Often (About once a month),"Cycling/Mountain biking,Camping,Rock climbing,Kayaking/Canoeing",0,,"I seek out places where I might see wildlife (e.g. outdoor parks, nature areas)",,"mostly the tiger, lion",i have given a award for catching an snake in zoo.,Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,it amazing skills of flying in night,i feel it is a part of ghost,Often (Once a month),All the time (Daily-weekly),All the time (Daily-weekly),Often (Once a month),All the time (Daily-weekly),All the time (Daily-weekly),Sometimes (A few times per year),All the time (Daily-weekly),Positively,,Yes,in college i capture it,No,,i just catch the bat because it flying in day light,Strongly Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Agree,Agree,Somewhat agree,it a beautiful species which has amazing skill,5 - I would definitely do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,5 - I would definitely do this,5 - I would definitely do this,5 - I would definitely do this,4 - I'm very likely to do this,5 - I would definitely do this,5 - I would definitely do this,5 - I would definitely do this,5 - I would definitely do this,4 - I'm very likely to do this,4 - I'm very likely to do this,5 - I would definitely do this,5 - I would definitely do this,4 - I'm very likely to do this,1 - I would absolutely not do this,TRUE,FALSE,FALSE,FALSE,Mammals,Echolocation,Lizards and mice,1000,Habitat loss from humans moving into bat caves,Pup,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,
20,1,28,Caucasian or White,,High school degree or equivalent (e.g. GED),"$50,000 - $99,999",Small city or town,Very liberal,,Sometimes (A few times a year),"Hiking,Backpacking,Camping,Kayaking/Canoeing",0,,"I seek out places where I might see wildlife (e.g. outdoor parks, nature areas),I visit zoos or aquariums at least once a year to see wildlife",,"Deer for some reason, I think because we have a lot. Cougars, snakes, birds, exotic creatures like monkeys and apes.",Probably at the zoo when a lion was a couple inches away from my face roaring.,Disagree,Somewhat agree,Somewhat disagree,Strongly Agree,Disagree,Somewhat agree,Somewhat disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I think they are kind of cute. I like the way they look. I have seen cute videos of them being fed. I wish they could see.,I was probably afraid of them as a child.,A Little (About once a year),A Little (About once a year),A Little (About once a year),A Little (About once a year),Sometimes (A few times per year),Sometimes (A few times per year),Never,Often (Once a month),Negatively,,No,,No,,I have seen them flying above me at times. I think they are cool and interesting. I have seen then numerous times.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Agree,Disagree,Somewhat agree,Strongly Agree,Agree,Agree,Somewhat agree,Disagree,Disagree,Disagree,Agree,I like them. I know a lot of people are scared of them but they do not bother me.,3 - I might do this,1 - I would absolutely not do this,5 - I would definitely do this,1 - I would absolutely not do this,1 - I would absolutely not do this,2 - I probably would not do this,5 - I would definitely do this,3 - I might do this,3 - I might do this,4 - I'm very likely to do this,4 - I'm very likely to do this,5 - I would definitely do this,5 - I would definitely do this,5 - I would definitely do this,4 - I'm very likely to do this,4 - I'm very likely to do this,3 - I might do this,3 - I might do this,3 - I might do this,TRUE,I don't know,FALSE,TRUE,Mammals,Sonar,Fruit,I don't know,I don't know,I don't know,I don’t know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,
21,0,39,Caucasian or White,,High school degree or equivalent (e.g. GED),$0 - $49.999,Suburban/edge of a large city,Somewhat liberal,,Never,,0,,,,"deer, alligators, possums, lions",I remember seeing a rattlesnake. I almost stepped on it. It was startling.,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,"Sharp teeth, nocturnal",I wasn't scared. Though the thought of rabies kind of scared me.,Never,Never,Never,Never,Never,Never,Never,A Little (About once a year),Neutrally,,No,,No,,We were cleaning the side of our house and the water knocked some out from behind the shutters. We looked at it with curiosity and then left it.,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,They're interesting. Like little winged rats.,4 - I'm very likely to do this,3 - I might do this,5 - I would definitely do this,2 - I probably would not do this,2 - I probably would not do this,2 - I probably would not do this,4 - I'm very likely to do this,2 - I probably would not do this,3 - I might do this,3 - I might do this,2 - I probably would not do this,3 - I might do this,2 - I probably would not do this,4 - I'm very likely to do this,3 - I might do this,3 - I might do this,2 - I probably would not do this,2 - I probably would not do this,2 - I probably would not do this,TRUE,FALSE,FALSE,FALSE,Mammals,Sonar,Insects,I don't know,I don't know,Pup,Yes,I don't know,I don't know,I don't know,I don't know,I don't know,Yes,I don't know,,
